name,long,lat
The Lucky Creation Vegetarian Restaurant,-122.4074143,37.795132
The Plant Cafe Organic,-122.4023125,37.79168980000001
Massawa Restaurant SF,-122.4080046,37.7997559
Baladie Gourmet Cafe,-122.404405,37.791349
Elixiria,-122.3967288,37.7920646
Vanda Siam Restaurant,-122.404094,37.793728
Ladle & Leaf,-122.4039415,37.7928288
Mixt,-122.393926,37.79292350000001
Mixt,-122.4007159,37.7915776
Urban Remedy,-122.3929652,37.7948374
Mixt,-122.3978848,37.7937068
Newtree Café - Ecker,-122.3990858,37.7899993
The Dosa Brothers: Embarcadero 1,-122.3996037,37.7942185
Hermanos Coffee + Juice,-122.4052114,37.7929116
Mixt,-122.4016631,37.7945532
Peña Pachamama,-122.4105822,37.7997682
The Dosa Brothers: Montgomery Street,-122.4018906,37.7889981
China Live,-122.4079241,37.7980047
Sons & Daughters,-122.4091127,37.7902272
Tatsu Ramen,-118.4424179,34.0388915
Muma Kitchen,-118.4346712,34.0476396
Emporium Thai,-118.4431397,34.0572125
Hurry Curry of Tokyo,-118.4423428,34.0387913
Tasty Noodle House,-118.4425325,34.0390023
Nong La Cafe,-118.4427213,34.0396167
Delphi Greek Restaurant and Bar,-118.44206,34.0554041
Talay Thai Restaurant,-118.4488436,34.0461426
Siam Chan Restaurant,-118.4527686,34.044769
Maharaja Cuisine Of India,-118.4427131,34.05649220000001
Seoul Tofu,-118.4426346,34.0392434
California Chicken Cafe,-118.434165,34.046353
Cafe Glace,-118.4412876,34.05447830000001
India's Oven,-118.4354221,34.0483922
Feast From The East,-118.4351719,34.0473246
Shamshiri Grill,-118.4383179,34.0516233
ROC,-118.4428324,34.0397274
The Bombay Frankie Company,-118.4479868,34.0469931
Louigi's Italian Kitchen,-118.4479258,34.0461169
Qusqo Bistro and Gallery,-118.4550344,34.0444506
Garden Fresh Chinese Vegan Cuisine,-122.162883,37.4455837
Reposado,-122.1609435,37.4441504
Curry Up Now,-122.1601943,37.4454771
sweetgreen,-122.1609481,37.4447007
Darbar Indian Cuisine,-122.1651384,37.444797
True Food Kitchen,-122.1702607,37.4438068
Rangoon Ruby Burmese Cuisine,-122.1630935,37.4450806
Steam,-122.1628635,37.4450435
Mayfield Bakery & Cafe,-122.1585946,37.4382568
Bangkok Cuisine,-122.161681,37.448182
Go Fish Poke Bar- Stanford Shopping Center,-122.1704961,37.4427439
Chipotle Mexican Grill,-122.1710802,37.4442875
Bare Bowls,-122.1623919,37.4441636
Saint Michael's Alley,-122.1597682,37.4414905
Coconuts,-122.1601889,37.4439101
Bird Dog,-122.1632149,37.445675
Fleming’s Prime Steakhouse & Wine Bar,-122.1703245,37.4446025
Tacolicious,-122.1611374,37.4433951
Umami Burger Palo Alto,-122.1595835,37.4476055
Il Fornaio,-122.1588629,37.4479051
Gratitude Kitchen & Bar,-118.4014424,34.0708532
Thai Vegan,-118.4120621,34.0655036
1880 Cafe,-118.414135,34.06192970000001
The Farm of Beverly Hills,-118.4029069,34.0706181
Upper Crust Pizzeria,-118.3992929,34.0634557
Spago,-118.3975176,34.0676932
Chaumont Bakery & Café,-118.3993278,34.0660597
Villa Blanca,-118.4042242,34.0685405
Il Tramezzino,-118.401623,34.0716759
South Beverly Grill,-118.3987651,34.066115
Da Pasquale,-118.4083215,34.06809
Chipotle Mexican Grill,-118.3988293,34.0633238
The Nosh,-118.40734,34.0687633
Chipotle Mexican Grill,-118.4035617,34.07132259999999
Fresh Brothers Pizza Beverly Hills,-118.398807,34.0631777
California Pizza Kitchen at Beverly Hills,-118.399307,34.064726
Il Fornaio Beverly Hills,-118.4009048,34.0684937
Urth Caffé Beverly Hills,-118.399414,34.062645
Clementine,-118.3977709,34.0744511
Beverliz Café,-118.3988569,34.0618023
North Beach Pizza,-122.3224167,37.5653451
Two Mammas' Vegan Kitchen,-122.2213444,37.7741025
Obelisco Restaurant,-122.2239437,37.7757787
Cafe Platano 2,-122.2215043,37.7758637
Vulcan Thai Cafe,-122.2160779,37.7693549
Mountain Mike's Pizza,-122.2139348,37.7724169
Guadalajara,-122.2273502,37.7755553
Subway,-122.224582,37.7760671
Ruth's Buka,-122.2017862,37.7728606
Café Gratitude,-118.2324894,34.0457973
Âu Lạc LA,-118.2508578,34.0562184
Shojin,-118.2388682,34.0450139
Spitz - Little Tokyo,-118.239857,34.0482327
Amazebowls,-118.2324868,34.0439116
Wild Living Foods,-118.2529126,34.042737
Earthbar,-118.2546579,34.0485476
California Pita,-118.2412663,34.0534439
Mixt,-118.2514967,34.0515815
Locali,-118.2530077,34.0416726
sweetgreen,-118.2541173,34.0505422
Mr Ramen,-118.23969,34.0497304
Perch,-118.251408,34.0490017
Men Oh Tokushima Ramen,-118.238503,34.0470484
Rakkan,-118.2394299,34.0495729
Beelman's,-118.250917,34.045527
Otium,-118.2513786,34.0543133
Chicas Tacos,-118.2560547,34.0457827
Yuko Kitchen,-118.2485148,34.046917
Baffo Street Food,-118.2352371,34.0443302
Redemption,-0.1950851,51.5155339
Jusu Brothers,-0.1961543,51.5148289
Farmacy,-0.1928439,51.5154097
Falafel Point,-0.2044402,51.5153331
Happy Vegetarian,-0.2059594,51.5171377
Ottolenghi Notting Hill,-0.1994013,51.5148611
The Ledbury,-0.200063,51.516655
Core by Clare Smyth,-0.203041,51.5127484
Mosob Restaurant,-0.201048,51.523854
Golborne Deli,-0.209296,51.5214723
Granger and Co.,-0.1977374,51.5146307
Zayane Z91,-0.2087214,51.5215202
Zizzi,-0.1929262,51.5098992
Fez Mangal,-0.2091951,51.5165022
The Bartoli Gallery,-0.2190204,51.5232612
Eat Tokyo (Notting Hill Gate),-0.1943358,51.5092754
Makan Cafe,-0.2071505,51.5187661
Greggs,-0.2061023,51.5174696
Côte Brasserie - Westbourne Grove,-0.1942052,51.5152525
Leafwild Cafe,-0.2104038,51.5185246
Masala Art,-71.2365133,42.28010769999999
Hearth Pizzeria,-71.23613,42.280052
The Farmhouse,-71.23602009999999,42.2800774
Cook Needham,-71.23702209999999,42.281025
The Rice Barn,-71.237645,42.28037399999999
Kostas Pizza & Seafood,-71.2379452,42.2748063
Sweet Basil,-71.2353492,42.2801431
Gari Japanese Fusion Bistro,-71.2372226,42.280399
Bertucci's Italian Restaurant,-71.23631449999999,42.2849449
Nicholas' Pizzeria,-71.236842,42.2821989
Gyro & Kebab House,-71.2380306,42.2801153
French Press Bakery & Cafe,-71.236638,42.2814921
Die Pie,-113.5144264,53.5406711
The Green Moustache Organic Café,-113.5181415,53.5411099
An Chay Restaurant,-113.5142465,53.54062
DOPPIO ZERO Pizza,-113.5069905,53.5407623
Chic-Hog-O's,-113.5230375,53.5411235
The Common,-113.5087201,53.5375484
Co Co Di,-113.5188894,53.5411344
Calle Mexico Restaurant,-113.5134009,53.551208
Chopped Leaf,-113.5208219,53.5472127
Viphalay,-113.5023709,53.5370491
Pho Langs,-113.504999,53.54057599999999
Blue Orchid Chinese Restaurant,-113.5151724,53.5407646
Sofra Turkish Restaurant & Wine Cellar,-113.5026609,53.545611
Earls Kitchen + Bar,-113.526281,53.541303
The Canadian Brewhouse,-113.509971,53.54590899999999
"Select Restaurant Best Edmonton Multi Cuisine Restaurant, Indian Food, Halal Restaurant(Dairy Gluten Free options available )",-113.503146,53.539454
Ikki Izakaya,-113.5278976,53.54066599999999
Wishbone,-113.50213,53.5410996
Pho Huong & Mama Pizza,-113.5021627,53.551117
Tokiwa Ramen,-113.52792,53.54740289999999
The Olive Grove,-1.581417,54.70131
Subway,-1.5671593,54.704126
Domino's Pizza,-1.5660295,54.70576089999999
Tudhoe Pizza,-1.5823281,54.7028495
Fox Cub Spennymoor,-1.5692685,54.7048395
McDonald's,-1.566563,54.7046722
pizza milanos,-1.5845284,54.7094412
Mediterranean Wraps,-122.1448895,37.4259827
Zareen's,-122.1440822,37.4267457
Mandarin Roots,-122.13603,37.420276
Protégé,-122.143825,37.428023
Anatolian Kitchen,-122.1444671,37.4279112
Fambrini's Cafe,-122.1448367,37.4242836
Pastis,-122.1450815,37.4257762
Terún,-122.1453991,37.4259206
Italico Restaurant,-122.144055,37.426968
Spice Kit,-122.1444386,37.4270743
Legends Pizza Co.,-122.1427801,37.4280769
Chipotle Mexican Grill,-122.14306,37.4238742
Kali Greek Kitchen,-122.1451083,37.4257174
INDO Restaurant & Lounge,-122.1369623,37.4209566
Sundance The Steakhouse,-122.1496507,37.428565
The Counter Palo Alto,-122.1441499,37.4266808
Lotus Thai Bistro,-122.1447516,37.4260513
Corner Bakery Cafe,-122.1358347,37.4200613
Panda Express,-122.1468032,37.4252919
Da Sichuan Bistro,-122.1316782,37.4178895
Pho Que Huong,-157.791546,21.301713
Protein Bar & Kitchen,-105.0011716,39.7523153
Pho 16th Vietnamese Grill,-104.990873,39.744378
Jason's Deli,-104.9926136,39.745239
Mellow Mushroom,-104.9966712,39.7488648
Modern Market Eatery,-104.9943332,39.7465895
Yard House,-104.9895691,39.7429798
Superfood Bar,-105.0086224,39.7571428
Saffron Grill,-105.0033027,39.7428725
MAD Greens - 16th St. Mall,-104.99251,39.7457093
Protein Bar & Kitchen,-104.990072,39.74378189999999
Protein Bar & Kitchen,-104.9936141,39.74839559999999
Yampa Sandwich Company,-104.999732,39.751606
Sam's No. 3,-104.9955952,39.7461987
Cook's Fresh Market,-104.989726,39.743943
Vesta,-104.9960644,39.7526261
Etai's Bakery Cafe,-104.993925,39.7488698
ChoLon,-104.9994254,39.7505122
Sushi Ronin Denver - Sushi and Sake Bar,-105.0116697,39.7591895
Snooze an A.M. Eatery,-104.9889401,39.7555219
The Kitchen American Bistro,-104.9999596,39.7509015
Kokyo,18.0535007,59.3458195
Curry Spice City Indisk Restaurang,18.0546811,59.345408
FRIENDS' TABLE,18.0310581,59.3352444
Holy Cow Vasastan,18.0400942,59.3407239
Organic Green,18.057933,59.342448
Restaurang Sensum,18.0522098,59.3362148
Ban Yan,18.0297902,59.33139909999999
Indian King,18.052454,59.33705269999999
Eatnam,18.0474227,59.3417819
Nha Trang Restaurant,18.029333,59.3350068
Saravanaa Bhavan St Eriksplan Stockholm,18.0358151,59.3382162
Full moon wok,18.0492518,59.34210539999999
Masala Masala - Indisk restaurang,18.0524725,59.3434804
Green Smile,18.039873,59.34401699999999
Mealprep,18.0469003,59.344476
Haga Deli,18.0517466,59.3454272
Le Bistro,18.03233,59.3346586
Guru - indisk restaurang,18.0468191,59.3416982
Indisk restaurang Razmoni,18.0346664,59.33406910000001
Muskot kök & bar,18.0401379,59.34531339999999
Wung Thai Restaurant,-82.7098456,27.9167027
Modern Love,-73.9509484,40.7098276
Little Choc Apothecary,-73.95717499999999,40.7119149
Chickpea & Olive,-73.9597096,40.71614090000001
Wild Ginger,-73.95537159999999,40.7188851
by CHLOE. Williamsburg,-73.9593632,40.7152143
Black Flamingo,-73.9541674,40.7104945
Abracadabra Brooklyn,-73.9626135,40.7121258
The Butcher's Daughter,-73.9584689,40.714942
sweetgreen,-73.959234,40.7158038
Haab mexican restaurant (williamsburg),-73.947064,40.7109698
Two Boots Williamsburg,-73.95676999999999,40.7169774
the shanti shack,-73.9623409,40.7171867
Hummus Market,-73.9446801,40.7154234
Juicery Kitchen,-73.952005,40.717969
Cafe Mogador,-73.96000049999999,40.7197632
Bar Velo,-73.9543449,40.7070244
Crif Dogs,-73.956377,40.71685
Vanessa's Dumpling House,-73.9619965,40.713836
Mama Pho,-73.9485923,40.7110619
Chipotle Mexican Grill,-73.9605444,40.7166254
Candle 79,-73.958731,40.774625
Candle Cafe,-73.9591308,40.7714726
Le Botaniste,-73.9658839,40.7649689
Ginger Root Vegan,-73.9595642,40.7624751
Hummus Kitchen,-73.95302370000002,40.7764123
Adyar Ananda Bhavan,-73.962471,40.75937
Green Bean Café,-73.95232779999999,40.7691367
Amali,-73.9685995,40.76334019999999
THEP Thai Restaurant,-73.95723199999999,40.7707623
Loco Coco,-73.9658711,40.7651478
Darbar Grill,-73.968839,40.759341
fresh&co,-73.9682041,40.7631708
Juice Press,-73.9554199,40.7771783
sweetgreen,-73.9568462,40.7671283
sweetgreen,-73.9674801,40.7637144
Quantum Leap,-73.9615858,40.7606494
My Pie Pizzeria Romana,-73.96942020000002,40.7607952
sweetgreen,-73.95489169999999,40.7780119
Bangkok Cuisine,-73.9533503,40.77537179999999
Tandoor Oven,-73.9556934,40.7770934
Los Cabos Mexican Grill,-86.0513005,39.9061123
Amber Indian Restaurant,-86.0660631,39.9046409
Freshway,-86.063526,39.9090663
Le Peep Castleton,-86.0523637,39.906093
Olive Garden Italian Restaurant,-86.06128199999999,39.905921
LongHorn Steakhouse,-86.066122,39.90591999999999
Red Lobster,-86.057396,39.905847
Charleston's Restaurant,-86.048338,39.9045265
Thai Orchid Restaurant,-86.0493509,39.9039799
Subway,-86.0580131,39.9082285
Pho Tasty,-86.063249,39.905794
Buca di Beppo Italian Restaurant,-86.0631208,39.91184459999999
Ichiban Noodles,-86.0488587,39.9082136
On The Border Mexican Grill & Cantina,-86.06597900000001,39.91195099999999
Sub Zero Nitrogen Ice Cream,-86.0650826,39.9086423
McAlister's Deli,-86.0661375,39.9074126
Jimmy John's,-86.0629172,39.9060178
Arby's,-86.056541,39.904868
Taco Bell,-86.0588349,39.9048519
All Spice,-122.315668,37.55286410000001
Ravioli House,-122.3205623,37.5639942
Jack's Restaurant and Bar San Mateo,-122.3131255,37.5510635
Vatan,-73.98033699999999,40.7423608
Hangawi,-73.98476169999999,40.7466013
abcV,-73.98928409999999,40.7379803
Franchia Vegan Cafe,-73.98130139999999,40.7475836
Bombay Sandwich Co.,-73.99039119999999,40.7449584
Terri,-73.99235329999999,40.7425674
Marty's V Burger Restaurant,-73.982534,40.74181799999999
Pongal,-73.9828835,40.7424527
by CHLOE.,-73.9929188,40.7419722
The Hummus & Pita Co.,-73.99577529999999,40.7391501
Saravanaa Bhavan,-73.983071,40.7414198
XYST,-73.9944924,40.7386729
Kailash Parbat,-73.982706,40.7420625
Chennai Garden by Tiffin Wallah,-73.9827576,40.742965
BLACKBARN Restaurant,-73.9871592,40.743099
Himal Chuli Restaurant,-89.3907051,43.07493849999999
Ian's Pizza on State,-89.386999,43.074913
Heritage Tavern,-89.38324449999999,43.0768301
Marigold Kitchen,-89.38150689999999,43.0741382
Forage Kitchen,-89.3971554,43.0747906
Graze,-89.3821484,43.0750867
Short Stack Eatery,-89.3900006,43.0745242
Canteen,-89.3840596,43.0727345
Paul's Pel'meni,-89.3941148,43.0745018
Ian's Pizza by the Slice,-89.3956374,43.0729482
Los Gemelos Restaurant,-89.3932437,43.0751306
Estrellon,-89.39047339999999,43.074184
The Icon Restaurant,-89.38835399999999,43.0749515
Sunroom Cafe,-89.39617799999999,43.075159
Gordon Dining and Event Center,-89.39861189999999,43.071196
Pizza Di Roma State,-89.39071799999999,43.0746632
Mirch Masala,-89.3933933,43.0744758
BelAir Cantina Madison,-89.382622,43.0738367
Chili King,-89.39352699999999,43.074971
Chipotle Mexican Grill,-89.39656769999999,43.0751466
Mu-Food,6.1464839,46.2150623
Alive,6.1554062,46.2038421
Qibi Bergues,6.145762,46.2072
Tartares & Co Cornavin,6.1402467,46.2074368
Red Sea,6.1417803,46.21122
La Cantina Del Gusto,6.152024,46.2034003
Rasoi by Vineet,6.141428899999999,46.20564220000001
Elsalad,6.1433874,46.206293
Subway,6.1434006,46.21080449999999
Qibi,6.157630000000001,46.203414
Parfums de Beyrouth,6.1459609,46.2099381
Mister Falafel,6.150003099999999,46.2118888
TAKINOA Du Nant,6.160652000000001,46.2023418
Saj Eat,6.145002799999999,46.2101443
IZUMI,6.146962,46.2070227
Zara 2001,6.1446039,46.212181
Fleurs de Marie,6.1398635,46.2107304
Awash,6.1460184,46.2171982
L'Artisan,6.145193799999999,46.2072375
Il Lago,6.146962,46.2070227
Bmuse Cafe,-72.81468699999999,41.472015
Colony Diner & Restaurant,-72.815902,41.4703475
The Greek Guy,-72.8177161,41.46956309999999
Sirinan's Thai & Japanese Restaurant,-72.80989,41.4824503
Christos Restaurant & Bar,-72.81759629999999,41.4687084
Pacific Buffet & Grill,-72.8085834,41.4813558
HFT Grill,-72.81425949999999,41.4747724
Hometown Pizza & Restaurant,-72.823556,41.484055
Pancheros Mexican Grill,-72.8109915,41.48209120000001
Subway,-72.8104577,41.4776896
Wendy's,-72.81530579999999,41.4730158
Gold Star Chinese Restaurant,-72.8318063,41.4729803
Taco Bell,-72.8087618,41.4850125
Moe's Southwest Grill,-72.8091808,41.4885063
Sense Eat,2.3382962,48.85426229999999
LE GRENIER DE NOTRE DAME,2.3485513,48.8520918
JANINE loves SUNDAY,2.3445189,48.8657241
Hank Burger,2.3582754,48.8614037
Le Potager du Marais,2.3544137,48.8610006
Végét'Halles,2.3454986,48.8606006
Kitchen,2.354587,48.864505
Cloud Cakes,2.34635,48.865673
Maoz Vegetarian,2.3455931,48.85294529999999
Maoz Vegetarian,2.3417234,48.8534102
Hank Pizza,2.3572145,48.8637463
VegEateria,2.3539366,48.8651388
Be Veggie,2.3444071,48.8515423
Riz Riz,2.3528225,48.8642867
Wild & The Moon Charlot,2.363068,48.8634
Lemoni Café,2.3411374,48.8648077
Restaurant du Tibet Pemathang,2.348673,48.8488185
Krishna Bhavan,2.3477779,48.85110539999999
Health Inside,2.362142,48.8624203
Galerie 88,2.3537889,48.8549976
Restaurante la Vitaminica D'Horta,2.162724,41.4286994
Aqui Cupertino,-122.0317953,37.3140052
Chaat House,-122.047965,37.3234721
Hobee's,-122.0476036,37.3233367
Ike's Sandwiches,-122.0409503,37.3226542
Ananda Bhavan Cafe Cupertino,-122.0326463,37.3125087
Mandarin Gourmet Cupertino,-122.0327572,37.3245142
Rio Adobe Southwest Cafe,-122.0328189,37.3154352
Thai Square,-122.0477153,37.3233266
Cafe Torre,-122.0295914,37.3235223
Lee's Sandwiches,-122.029813,37.32359230000001
Chipotle Mexican Grill,-122.03279,37.317265
Dosateria,-122.0394162,37.3233058
Panera Bread,-122.0380568,37.3232102
TOGO'S Sandwiches,-122.048023,37.32336
Yiassoo,-122.0319069,37.313469
Yoshida,-122.0319,37.313117
Round Table Pizza,-122.0246152,37.3226587
Kobe Pho & Grill,-122.0486916,37.3234279
Tasty Pizza,-122.0410608,37.322608
Yeung Shing,-121.9626861,37.2621333
Royal Taj India Cuisine,-121.9448935,37.2695752
Subway Restaurants,-121.9439186,37.2687223
Loving Hut,-122.406012,37.7843069
Million Thai Restaurant,-122.4114631,37.7857294
Mixt,-122.3991604,37.7887925
Golden Era,-122.4167532,37.7813583
sweetgreen,-122.3986346,37.7872625
Green Papaya,-122.404841,37.78380500000001
Tin,-122.4057109,37.78072179999999
Dim Sum House,-78.82720069999999,35.8510487
Los Tres Magueyes Mexican Restaurant,-78.8202807,35.8595556
Peng's Asian Cuisine,-78.81838230000001,35.8624411
Hummus Cafe,-78.82035180000001,35.8577995
Godavari Morrisville,-78.8269152,35.851397
Babymoon Cafe,-78.82692229999999,35.8511149
Cracker Barrel Old Country Store,-78.8231334,35.8584529
Wendy's,-78.8173556,35.8587505
Sai Krishna Bhavan,-78.8405648,35.8564768
Capital City Chop House,-78.8146702,35.8635854
Teriyakin',-78.8405123,35.8563566
Veggie Grill,-121.9490348,37.3210366
Yard House,-121.9474766,37.3229845
A Slice of New York,-121.95888,37.323538
Loving Hut,-121.9445277,37.3263591
Din Tai Fung,-121.944087,37.326228
Yeganeh Bakery and Kafe Unik,-121.9546211,37.3236308
Phở 24,-121.9509084,37.314271
Mendocino Farms,-121.948472,37.3190599
Chipotle Mexican Grill,-121.9505501,37.3217163
Chipotle Mexican Grill,-121.9439521,37.32617949999999
Subway,-121.9433929,37.3257906
The Counter Santana Row,-121.9489331,37.3210576
Must be Thai,-121.951719,37.324002
Maggiano's Little Italy,-121.9497097,37.320802
Amber India,-121.948621,37.319356
California Pizza Kitchen at Valley Fair,-121.9435752,37.32619469999999
Super Duper Burgers,-121.9441377,37.3263393
VILLAGE California Bistro and Wine Bar,-121.9475706,37.31997580000001
Round Table Pizza,-121.954407,37.32361
Straits Restaurant,-121.9482408,37.3217492
Vanilla Black,-0.1111346,51.5166622
Vita Mojo,-0.1000618,51.51307449999999
Carnevale,-0.0929252,51.5228356
Arancini Brothers Old St,-0.0964854,51.5239237
Adore REMO,-0.1122339,51.5133947
Chamisse,-0.1139637,51.5221772
KIN,-0.1099092,51.52143760000001
Nincomsoup,-0.08761959999999999,51.5256722
Itadaki Zen,-0.115951,51.529703
The Gate Islington,-0.105227,51.53016599999999
Ptooch Vegetarian Restaurant,-0.1097847,51.52085229999999
Brigadiers,-0.0917409,51.5126269
Après Food Co.,-0.1014919,51.5216675
Natural Kitchen,-0.1069757,51.5127382
"Totos - South Indian, Caribbean, Vegetarian",-0.1045032,51.51375789999999
Paternoster Chop House,-0.0995954,51.5145094
LEON,-0.0880613,51.5189767
Chilango,-0.1069834,51.5143119
EatViet,-0.1055263,51.5177883
Pixxa - Pizza al taglio Farringdon,-0.101634,51.520012
Bueno Y Sano,-72.51860599999999,42.37599900000001
The Black Sheep,-72.51814499999999,42.375617
Fresh Side,-72.5200572,42.37520809999999
The Lone Wolf,-72.5184628,42.3755937
The Taste Thai Cuisine,-72.519667,42.3761429
Crazy Noodles,-72.5190121,42.3758478
Osteria Vespa,-72.5205273,42.3755733
"Bruno's Pizza Amherst,Ma",-72.512708,42.3757
La Veracruzana Restaurant,-72.5200844,42.3752641
Pita Pockets Amherst,-72.519489,42.3772685
Miss Saigon,-72.52022099999999,42.3771039
Paradise of India,-72.518019,42.37566
Judie's Restaurant,-72.5196576,42.3764349
Formosa Chinese Restaurant,-72.51843149999999,42.3760248
The Works Café,-72.5202722,42.3764476
30Boltwood,-72.518396,42.374527
Bistro 63,-72.519581,42.376667
Antonio's Pizza,-72.5196426,42.3761691
Panda East,-72.5195122,42.3771845
Johnny's Tavern,-72.5183085,42.3763342
Konark Vegetarian Restaurant,77.6021325,12.9688149
Konark Kanteerava,77.59212409999999,12.9701634
Green Theory,77.6036179,12.9670167
MTR,77.60093379999999,12.9721997
Rasovara,77.59620079999999,12.9717098
New Punjabi Pure Vegetarian Restaurant,77.594566,12.971599
Bheema's,77.60359969999999,12.9751838
Anna Kuteera,77.6008018,12.9711498
New Udupi Upahar,77.5968506,12.9642633
Kamat Restaurant,77.5867966,12.9643374
The Spice Bazaar,77.5994742,12.9746621
Desi Vdesi,77.60323629999999,12.9755096
Sri Krishna The Daba,77.59479,12.9658464
RockSalt,77.6024363,12.9731052
Dad's Coffee Club,77.60011349999999,12.967731
"No.10 Fort Cochin - Seafood Restaurant in St.Marks Road, Bangalore",77.600686,12.970767
Ranganna hotel,77.5915603,12.9660483
South Parade,77.59921700000001,12.975672
Mayura Art Gallery Canteen,77.5954143,12.9749486
Republic Canteen Upahara Mandir,77.59819739999999,12.9640004
Cooks Window Italian Pizza and Catering,-71.2600667,42.3253019
The Wok,-71.24494,42.3153566
Papa Razzi Wellesley,-71.25980799999999,42.325052
Express Gourmet,-71.259013,42.324729
Bollywood Grill,-71.135166,42.682589
Shawsheen Luncheonette,-71.1512923,42.6720886
Lee Chen Chinese Cuisine,-71.1394158,42.6848344
Raagini Indian Bistro,-71.1438215,42.6649329
Thyme Japanese Cuisine,-71.131711,42.6761018
Karma Restaurant,-71.1438125,42.6645917
Thai Sweet Basil,-71.14360909999999,42.6643154
Chipotle Mexican Grill,-71.1317931,42.67605289999999
All-Star Pizza & Grill,-71.15481969999999,42.6834271
Ananda Fuara,-122.4162916,37.7778739
Thai Idea Vegetarian,-122.4190544,37.7834711
The Flying Falafel,-122.4112304,37.781266
Golden Lotus,-122.4177934,37.7838268
Moya,-122.4141668,37.7760097
Shizen Vegan Sushi Bar and Izakaya,-122.421643,37.7683133
DNA Pizza,-122.412835,37.771069
Ike's Sandwiches,-122.4197998,37.7851755
Kaisen Sushi,-122.4067564,37.78315560000001
Brenda's French Soul Food,-122.4188939,37.7829106
El Tesoro Taqueria & Grill,-122.4144684,37.785499
Red Chilli,-122.41288,37.7860601
Mourad,-122.4001359,37.7867018
Zizzi,-0.0800714,51.5092402
tibits,-0.1015823,51.5062452
Horn OK Please,-0.0905723,51.5053436
Duck & Waffle,-0.0809454,51.5161957
Vita Mojo,-0.0774745,51.5188565
Coco di Mama - Italian to Go - Houndsditch,-0.078618,51.5153936
Damascus Vegan & Vegetarian,-0.0950091,51.5038591
Aqua Shard,-0.08655589999999999,51.5045632
Zizzi,-0.09492010000000001,51.508042
Wagamama,-0.0789883,51.5088206
The Drift,-0.0809449,51.5162529
Strada Riverside,-0.0801605,51.50552709999999
ARABICA BAR & KITCHEN,-0.0913127,51.5057625
The Fable,-0.1048547,51.51738710000001
Pieminister,-0.110063,51.507824
Ladybird,-73.9844677,40.7266574
Nix,-73.993674,40.7332505
The Organic Grill,-73.9857861,40.7273803
Superiority Burger,-73.9834728,40.7275002
Red Bamboo,-74.000315,40.7312877
Peacefood,-73.9929149,40.7332316
Urban Vegan Kitchen,-74.003686,40.730201
Quantum Leap,-73.9988513,40.7292017
Go Zen,-74.00049349999999,40.7313221
Divya's Kitchen,-73.9884906,40.7237699
Avant Garden East Village,-73.983963,40.726112
LuAnne's Wild Ginger,-73.9964845,40.7204216
Beyond Sushi,-73.98588409999999,40.73292
Ahimsa Garden,-73.983176,40.728489
Ramen Ishida,-73.98833599999999,40.71963
Taïm,-74.0019593,40.735997
The Butcher's Daughter,-73.9948374,40.7207146
Delice & Sarrasin,-74.0006559,40.7338142
Vegan Food Court: VSPOT-Martys-Veggie Grub,-73.9892064,40.7291097
Le Botaniste,-74.0002294,40.7204931
Scarpetta,-73.9857838,40.7444392
Cetrella,-122.1180645,37.378063
Cafe Nur,-122.1165508,37.3785873
Urfa Bistro,-122.116656,37.37938
Pompeii,-122.1155177,37.3802247
